Cre01.g000017.t1.1	CHLRE_01g000017v5
Cre07.g327100.t1.1	CHLRE_07g327079v5
Cre07.g327150.t1.1	CHLRE_07g327100v5
Cre07.g327200.t1.1	CHLRE_07g327150v5
Cre07.g327226.t1.1	CHLRE_07g327200v5
Cre07.g327250.t1.1	CHLRE_07g327226v5
Cre07.g327300.t1.1	CHLRE_07g327250v5
Cre07.g327317.t1.1	CHLRE_07g327300v5
Cre07.g327333.t1.1	CHLRE_07g327317v5
Cre07.g327350.t1.1	CHLRE_07g327333v5
Cre07.g327400.t1.1	CHLRE_07g327350v5
Cre07.g327450.t1.1	CHLRE_07g327400v5
Cre07.g327500.t1.1	CHLRE_07g327450v5
Cre07.g327550.t1.1	CHLRE_07g327500v5
Cre07.g327600.t1.1	CHLRE_07g327550v5
Cre07.g327650.t1.1	CHLRE_07g327600v5
Cre07.g327687.t1.1	CHLRE_07g327650v5
Cre07.g327700.t1.1	CHLRE_07g327687v5
Cre07.g327750.t1.1	CHLRE_07g327700v5
Cre07.g327800.t1.1	CHLRE_07g327750v5
Cre07.g327850.t1.1	CHLRE_07g327800v5
Cre07.g327900.t1.1	CHLRE_07g327850v5
Cre07.g327950.t1.1	CHLRE_07g327900v5
Cre07.g327976.t1.1	CHLRE_07g327950v5
Cre07.g328000.t1.1	CHLRE_07g327976v5
Cre07.g328050.t1.1	CHLRE_07g328000v5
Cre07.g328075.t1.1	CHLRE_07g328050v5
Cre07.g328150.t1.1	CHLRE_07g328075v5
Cre07.g328200.t1.1	CHLRE_07g328150v5
Cre07.g328226.t1.1	CHLRE_07g328200v5
Cre07.g328250.t1.1	CHLRE_07g328226v5
Cre07.g328300.t1.1	CHLRE_07g328250v5
Cre07.g328350.t1.1	CHLRE_07g328300v5
Cre07.g328400.t1.1	CHLRE_07g328350v5
Cre07.g328450.t1.1	CHLRE_07g328400v5
Cre07.g328500.t1.1	CHLRE_07g328450v5
Cre07.g328550.t1.1	CHLRE_07g328500v5
Cre07.g328600.t1.1	CHLRE_07g328550v5
Cre07.g328700.t1.1	CHLRE_07g328600v5
Cre07.g328750.t1.1	CHLRE_07g328700v5
Cre07.g328800.t1.1	CHLRE_07g328750v5
Cre07.g328850.t1.1	CHLRE_07g328800v5
Cre07.g328900.t1.1	CHLRE_07g328850v5
Cre07.g328950.t1.1	CHLRE_07g328900v5
Cre07.g329000.t1.1	CHLRE_07g328950v5
Cre07.g329050.t1.1	CHLRE_07g329000v5
Cre07.g329100.t1.1	CHLRE_07g329050v5
Cre07.g329150.t1.1	CHLRE_07g329100v5
Cre07.g329200.t1.1	CHLRE_07g329150v5
Cre07.g329217.t1.1	CHLRE_07g329200v5
Cre07.g329233.t1.1	CHLRE_07g329217v5
Cre07.g329250.t1.1	CHLRE_07g329233v5
Cre07.g329277.t1.1	CHLRE_07g329250v5
Cre07.g329300.t1.1	CHLRE_07g329277v5
Cre07.g329350.t1.1	CHLRE_07g329300v5
Cre07.g329400.t1.1	CHLRE_07g329350v5
Cre07.g329450.t1.1	CHLRE_07g329400v5
Cre07.g329476.t1.1	CHLRE_07g329450v5
Cre07.g329500.t1.1	CHLRE_07g329476v5
Cre07.g329550.t1.1	CHLRE_07g329500v5
Cre07.g329600.t1.1	CHLRE_07g329550v5
Cre07.g329650.t1.1	CHLRE_07g329600v5
Cre07.g329700.t1.1	CHLRE_07g329650v5
Cre07.g329750.t1.1	CHLRE_07g329700v5
Cre07.g329767.t1.1	CHLRE_07g329750v5
Cre07.g329783.t1.1	CHLRE_07g329767v5
Cre07.g329800.t1.1	CHLRE_07g329783v5
Cre07.g329850.t1.1	CHLRE_07g329800v5
Cre07.g329861.t1.1	CHLRE_07g329850v5
Cre07.g329882.t1.1	CHLRE_07g329861v5
Cre07.g329900.t1.1	CHLRE_07g329882v5
Cre07.g329950.t1.1	CHLRE_07g329900v5
Cre07.g330000.t1.1	CHLRE_07g329950v5
Cre07.g330050.t1.1	CHLRE_07g330000v5
Cre07.g330100.t1.1	CHLRE_07g330050v5
Cre07.g330150.t1.1	CHLRE_07g330100v5
Cre07.g330200.t1.1	CHLRE_07g330150v5
Cre07.g330250.t1.1	CHLRE_07g330200v5
Cre07.g330276.t1.1	CHLRE_07g330250v5
Cre07.g330300.t1.1	CHLRE_07g330276v5
Cre07.g330350.t1.1	CHLRE_07g330300v5
Cre07.g330400.t1.1	CHLRE_07g330350v5
Cre07.g330450.t1.1	CHLRE_07g330400v5
Cre07.g330500.t1.1	CHLRE_07g330450v5
Cre07.g330550.t1.1	CHLRE_07g330500v5
Cre07.g330600.t1.1	CHLRE_07g330550v5
Cre07.g330650.t1.1	CHLRE_07g330600v5
Cre07.g330700.t1.1	CHLRE_07g330650v5
Cre07.g330750.t1.1	CHLRE_07g330700v5
Cre07.g330800.t1.1	CHLRE_07g330750v5
Cre07.g330850.t1.1	CHLRE_07g330800v5
Cre07.g330900.t1.1	CHLRE_07g330850v5
Cre07.g330950.t1.1	CHLRE_07g330900v5
Cre07.g331000.t1.1	CHLRE_07g330950v5
Cre07.g331050.t1.1	CHLRE_07g331000v5
Cre07.g331100.t1.1	CHLRE_07g331050v5
Cre07.g331114.t1.1	CHLRE_07g331100v5
Cre07.g331150.t1.1	CHLRE_07g331114v5
Cre07.g331200.t1.1	CHLRE_07g331150v5
Cre07.g331250.t1.1	CHLRE_07g331200v5
Cre07.g331300.t1.1	CHLRE_07g331250v5
Cre07.g331350.t1.1	CHLRE_07g331300v5
Cre07.g331401.t1.1	CHLRE_07g331350v5
Cre07.g331450.t1.1	CHLRE_07g331401v5
Cre07.g331475.t1.1	CHLRE_07g331450v5
Cre07.g331500.t1.1	CHLRE_07g331475v5
Cre07.g331550.t1.1	CHLRE_07g331500v5
Cre07.g331600.t1.1	CHLRE_07g331550v5
Cre07.g331650.t1.1	CHLRE_07g331600v5
Cre07.g331700.t1.1	CHLRE_07g331650v5
Cre07.g331750.t1.1	CHLRE_07g331700v5
Cre07.g331800.t1.1	CHLRE_07g331750v5
Cre07.g331850.t1.1	CHLRE_07g331800v5
Cre07.g331900.t1.1	CHLRE_07g331850v5
Cre07.g331962.t1.1	CHLRE_07g331900v5
Cre07.g332025.t1.1	CHLRE_07g331962v5
Cre07.g332050.t1.1	CHLRE_07g332025v5
Cre07.g332066.t1.1	CHLRE_07g332050v5
Cre07.g332084.t1.1	CHLRE_07g332066v5
Cre07.g332100.t1.1	CHLRE_07g332084v5
Cre07.g332150.t1.1	CHLRE_07g332100v5
Cre07.g332250.t1.1	CHLRE_07g332150v5
Cre07.g332275.t1.1	CHLRE_07g332250v5
Cre07.g332300.t1.1	CHLRE_07g332275v5
Cre07.g332350.t1.1	CHLRE_07g332300v5
Cre07.g332400.t1.1	CHLRE_07g332350v5
Cre07.g332450.t1.1	CHLRE_07g332400v5
Cre07.g332500.t1.1	CHLRE_07g332450v5
Cre07.g332550.t1.1	CHLRE_07g332500v5
Cre07.g332600.t1.1	CHLRE_07g332550v5
Cre07.g332650.t1.1	CHLRE_07g332600v5
Cre07.g332700.t1.1	CHLRE_07g332650v5
Cre07.g332750.t1.1	CHLRE_07g332700v5
Cre07.g332786.t1.1	CHLRE_07g332750v5
Cre07.g332800.t1.1	CHLRE_07g332786v5
Cre07.g332851.t1.1	CHLRE_07g332800v5
Cre07.g332901.t1.1	CHLRE_07g332851v5
Cre07.g332950.t1.1	CHLRE_07g332901v5
Cre07.g333000.t1.1	CHLRE_07g332950v5
Cre07.g333050.t1.1	CHLRE_07g333000v5
Cre07.g333100.t1.1	CHLRE_07g333050v5
Cre07.g333150.t1.1	CHLRE_07g333100v5
Cre07.g333252.t1.1	CHLRE_07g333150v5
Cre07.g333350.t1.1	CHLRE_07g333252v5
Cre07.g333400.t1.1	CHLRE_07g333350v5
Cre07.g333450.t1.1	CHLRE_07g333400v5
Cre07.g333500.t1.1	CHLRE_07g333450v5
Cre07.g333535.t1.1	CHLRE_07g333500v5
Cre07.g333570.t1.1	CHLRE_07g333535v5
Cre07.g333605.t1.1	CHLRE_07g333570v5
Cre07.g333640.t1.1	CHLRE_07g333605v5
Cre07.g333675.t1.1	CHLRE_07g333640v5
Cre07.g333711.t1.1	CHLRE_07g333675v5
Cre07.g333746.t1.1	CHLRE_07g333711v5
Cre07.g333781.t1.1	CHLRE_07g333746v5
Cre07.g333816.t1.1	CHLRE_07g333781v5
Cre07.g333850.t1.1	CHLRE_07g333816v5
Cre07.g333900.t1.1	CHLRE_07g333850v5
Cre07.g333950.t1.1	CHLRE_07g333900v5
Cre07.g334025.t1.1	CHLRE_07g333950v5
Cre07.g334100.t1.1	CHLRE_07g334025v5
Cre07.g334150.t1.1	CHLRE_07g334100v5
Cre07.g334200.t1.1	CHLRE_07g334150v5
Cre07.g334250.t1.1	CHLRE_07g334200v5
Cre07.g334300.t1.1	CHLRE_07g334250v5
Cre07.g334350.t1.1	CHLRE_07g334300v5
Cre07.g334400.t1.1	CHLRE_07g334350v5
Cre07.g334450.t1.1	CHLRE_07g334400v5
Cre07.g334550.t1.1	CHLRE_07g334450v5
Cre07.g334575.t1.1	CHLRE_07g334550v5
Cre07.g334600.t1.1	CHLRE_07g334575v5
Cre07.g334650.t1.1	CHLRE_07g334600v5
Cre07.g334700.t1.1	CHLRE_07g334650v5
Cre07.g334750.t1.1	CHLRE_07g334700v5
Cre07.g334776.t1.1	CHLRE_07g334750v5
Cre07.g334800.t1.1	CHLRE_07g334776v5
Cre07.g334851.t1.1	CHLRE_07g334800v5
Cre07.g334900.t1.1	CHLRE_07g334851v5
Cre07.g334950.t1.1	CHLRE_07g334900v5
Cre07.g335000.t1.1	CHLRE_07g334950v5
Cre07.g335050.t1.1	CHLRE_07g335000v5
Cre07.g335100.t1.1	CHLRE_07g335050v5
Cre07.g335150.t1.1	CHLRE_07g335100v5
Cre07.g335200.t1.1	CHLRE_07g335150v5
Cre07.g335226.t1.1	CHLRE_07g335200v5
Cre07.g335250.t1.1	CHLRE_07g335226v5
Cre07.g335300.t1.1	CHLRE_07g335250v5
Cre07.g335350.t1.1	CHLRE_07g335300v5
Cre07.g335400.t1.1	CHLRE_07g335350v5
Cre07.g335451.t1.1	CHLRE_07g335400v5
Cre07.g335500.t1.1	CHLRE_07g335451v5
Cre07.g335550.t1.1	CHLRE_07g335500v5
Cre07.g335600.t1.1	CHLRE_07g335550v5
Cre07.g335650.t1.1	CHLRE_07g335600v5
Cre07.g335700.t1.1	CHLRE_07g335650v5
Cre07.g335750.t1.1	CHLRE_07g335700v5
Cre07.g335800.t1.1	CHLRE_07g335750v5
Cre07.g335850.t1.1	CHLRE_07g335800v5
Cre07.g335900.t1.1	CHLRE_07g335850v5
Cre07.g335950.t1.1	CHLRE_07g335900v5
Cre07.g336000.t1.1	CHLRE_07g335950v5
Cre07.g336050.t1.1	CHLRE_07g336000v5
Cre07.g336100.t1.1	CHLRE_07g336050v5
Cre07.g336150.t1.1	CHLRE_07g336100v5
Cre07.g336200.t1.1	CHLRE_07g336150v5
Cre07.g336250.t1.1	CHLRE_07g336200v5
Cre07.g336300.t1.1	CHLRE_07g336250v5
Cre07.g336350.t1.1	CHLRE_07g336300v5
Cre07.g336400.t1.1	CHLRE_07g336350v5
Cre07.g336450.t1.1	CHLRE_07g336400v5
Cre07.g336500.t1.1	CHLRE_07g336450v5
Cre07.g336550.t1.1	CHLRE_07g336500v5
Cre07.g336600.t1.1	CHLRE_07g336550v5
Cre07.g336650.t1.1	CHLRE_07g336600v5
Cre07.g336700.t1.1	CHLRE_07g336650v5
Cre07.g336750.t1.1	CHLRE_07g336700v5
Cre07.g336800.t1.1	CHLRE_07g336750v5
Cre07.g336850.t1.1	CHLRE_07g336800v5
Cre07.g336900.t1.1	CHLRE_07g336850v5
Cre07.g336950.t1.1	CHLRE_07g336900v5
Cre07.g337000.t1.1	CHLRE_07g336950v5
Cre07.g337050.t1.1	CHLRE_07g337000v5
Cre07.g337100.t1.1	CHLRE_07g337050v5
Cre07.g337125.t1.1	CHLRE_07g337100v5
Cre07.g337150.t1.1	CHLRE_07g337125v5
Cre07.g337200.t1.1	CHLRE_07g337150v5
Cre07.g337250.t1.1	CHLRE_07g337200v5
Cre07.g337300.t1.1	CHLRE_07g337250v5
Cre07.g337350.t1.1	CHLRE_07g337300v5
Cre07.g337400.t1.1	CHLRE_07g337350v5
Cre07.g337450.t1.1	CHLRE_07g337400v5
Cre07.g337516.t1.1	CHLRE_07g337450v5
Cre07.g337582.t1.1	CHLRE_07g337516v5
Cre07.g337650.t1.1	CHLRE_07g337582v5
Cre07.g337676.t1.1	CHLRE_07g337650v5
Cre07.g337700.t1.1	CHLRE_07g337676v5
Cre07.g337750.t1.1	CHLRE_07g337700v5
Cre07.g337800.t1.1	CHLRE_07g337750v5
Cre07.g337850.t1.1	CHLRE_07g337800v5
Cre07.g337900.t1.1	CHLRE_07g337850v5
Cre07.g337914.t1.1	CHLRE_07g337900v5
Cre07.g337933.t1.1	CHLRE_07g337914v5
Cre07.g337950.t1.1	CHLRE_07g337933v5
Cre07.g338000.t1.1	CHLRE_07g337950v5
Cre07.g338050.t1.1	CHLRE_07g338000v5
Cre07.g338100.t1.1	CHLRE_07g338050v5
Cre07.g338150.t1.1	CHLRE_07g338100v5
Cre07.g338200.t1.1	CHLRE_07g338150v5
Cre07.g338250.t1.1	CHLRE_07g338200v5
Cre07.g338300.t1.1	CHLRE_07g338250v5
Cre07.g338350.t1.1	CHLRE_07g338300v5
Cre07.g338400.t1.1	CHLRE_07g338350v5
Cre07.g338451.t1.1	CHLRE_07g338400v5
Cre07.g338500.t1.1	CHLRE_07g338451v5
Cre07.g338550.t1.1	CHLRE_07g338500v5
Cre07.g338602.t1.1	CHLRE_07g338550v5
Cre07.g338650.t1.1	CHLRE_07g338602v5
Cre07.g338665.t1.1	CHLRE_07g338650v5
Cre07.g338700.t1.1	CHLRE_07g338665v5
Cre07.g338750.t1.1	CHLRE_07g338700v5
Cre07.g338800.t1.1	CHLRE_07g338750v5
Cre07.g338850.t1.1	CHLRE_07g338800v5
Cre07.g338900.t1.1	CHLRE_07g338850v5
Cre07.g338950.t1.1	CHLRE_07g338900v5
Cre07.g339000.t1.1	CHLRE_07g338950v5
Cre07.g339050.t1.1	CHLRE_07g339000v5
Cre07.g339100.t1.1	CHLRE_07g339050v5
Cre07.g339104.t1.1	CHLRE_07g339100v5
Cre07.g339150.t1.1	CHLRE_07g339104v5
Cre07.g339200.t1.1	CHLRE_07g339150v5
Cre07.g339250.t1.1	CHLRE_07g339200v5
Cre07.g339300.t1.1	CHLRE_07g339250v5
Cre07.g339350.t1.1	CHLRE_07g339300v5
Cre07.g339400.t1.1	CHLRE_07g339350v5
Cre07.g339450.t1.1	CHLRE_07g339400v5
Cre07.g339500.t1.1	CHLRE_07g339450v5
Cre07.g339550.t1.1	CHLRE_07g339500v5
Cre07.g339554.t1.1	CHLRE_07g339550v5
Cre07.g339600.t1.1	CHLRE_07g339554v5
Cre07.g339633.t1.1	CHLRE_07g339600v5
Cre07.g339700.t1.1	CHLRE_07g339633v5
Cre07.g339750.t1.1	CHLRE_07g339700v5
Cre07.g339850.t1.1	CHLRE_07g339750v5
Cre07.g339876.t1.1	CHLRE_07g339850v5
Cre07.g339900.t1.1	CHLRE_07g339876v5
Cre07.g339926.t1.1	CHLRE_07g339900v5
Cre07.g339950.t1.1	CHLRE_07g339926v5
Cre07.g340000.t1.1	CHLRE_07g339950v5
Cre07.g340050.t1.1	CHLRE_07g340000v5
Cre07.g340100.t1.1	CHLRE_07g340050v5
Cre07.g340150.t1.1	CHLRE_07g340100v5
Cre07.g340200.t1.1	CHLRE_07g340150v5
Cre07.g340250.t1.1	CHLRE_07g340200v5
Cre07.g340300.t1.1	CHLRE_07g340250v5
Cre07.g340350.t1.1	CHLRE_07g340300v5
Cre07.g340400.t1.1	CHLRE_07g340350v5
Cre07.g340450.t1.1	CHLRE_07g340400v5
Cre07.g340550.t1.1	CHLRE_07g340450v5
Cre07.g340600.t1.1	CHLRE_07g340550v5
Cre07.g340650.t1.1	CHLRE_07g340600v5
Cre07.g340700.t1.1	CHLRE_07g340650v5
Cre07.g340750.t1.1	CHLRE_07g340700v5
Cre07.g340850.t1.1	CHLRE_07g340750v5
Cre07.g340900.t1.1	CHLRE_07g340850v5
Cre07.g340950.t1.1	CHLRE_07g340900v5
Cre07.g341000.t1.1	CHLRE_07g340950v5
Cre07.g341050.t1.1	CHLRE_07g341000v5
Cre07.g341100.t1.1	CHLRE_07g341050v5
Cre07.g341150.t1.1	CHLRE_07g341100v5
Cre07.g341153.t1.1	CHLRE_07g341150v5
Cre07.g341154.t1.1	CHLRE_07g341153v5
Cre07.g341250.t1.1	CHLRE_07g341154v5
Cre07.g341251.t1.1	CHLRE_07g341250v5
Cre07.g341300.t1.1	CHLRE_07g341251v5
Cre07.g341350.t1.1	CHLRE_07g341300v5
Cre07.g341550.t1.1	CHLRE_07g341350v5
Cre07.g341551.t1.1	CHLRE_07g341550v5
Cre07.g341552.t1.1	CHLRE_07g341551v5
Cre07.g341553.t1.1	CHLRE_07g341552v5
Cre07.g341554.t1.1	CHLRE_07g341553v5
Cre07.g341555.t1.1	CHLRE_07g341554v5
Cre07.g341556.t1.1	CHLRE_07g341555v5
Cre07.g341600.t1.1	CHLRE_07g341556v5
Cre07.g341650.t1.1	CHLRE_07g341600v5
Cre07.g341700.t1.1	CHLRE_07g341650v5
Cre07.g341750.t1.1	CHLRE_07g341700v5
Cre07.g341800.t1.1	CHLRE_07g341750v5
Cre07.g341850.t1.1	CHLRE_07g341800v5
Cre07.g341900.t1.1	CHLRE_07g341850v5
Cre07.g341925.t1.1	CHLRE_07g341900v5
Cre07.g341950.t1.1	CHLRE_07g341925v5
Cre07.g341952.t1.1	CHLRE_07g341950v5
Cre07.g342000.t1.1	CHLRE_07g341952v5
Cre07.g342050.t1.1	CHLRE_07g342000v5
Cre07.g342052.t1.1	CHLRE_07g342050v5
Cre07.g342100.t1.1	CHLRE_07g342052v5
Cre07.g342150.t1.1	CHLRE_07g342100v5
Cre07.g342200.t1.1	CHLRE_07g342150v5
Cre07.g342250.t1.1	CHLRE_07g342200v5
Cre07.g342350.t1.1	CHLRE_07g342250v5
Cre07.g342352.t1.1	CHLRE_07g342350v5
Cre07.g342400.t1.1	CHLRE_07g342352v5
Cre07.g342402.t1.1	CHLRE_07g342400v5
Cre07.g342450.t1.1	CHLRE_07g342402v5
Cre07.g342550.t1.1	CHLRE_07g342450v5
Cre07.g342551.t1.1	CHLRE_07g342550v5
Cre07.g342552.t1.1	CHLRE_07g342551v5
Cre07.g342600.t1.1	CHLRE_07g342552v5
Cre07.g342650.t1.1	CHLRE_07g342600v5
Cre07.g342700.t1.1	CHLRE_07g342650v5
Cre07.g342750.t1.1	CHLRE_07g342700v5
Cre07.g342800.t1.1	CHLRE_07g342750v5
Cre07.g342850.t1.1	CHLRE_07g342800v5
Cre07.g342900.t1.1	CHLRE_07g342850v5
Cre07.g342920.t1.1	CHLRE_07g342900v5
Cre07.g342950.t1.1	CHLRE_07g342920v5
Cre07.g343050.t1.1	CHLRE_07g342950v5
Cre07.g343101.t1.1	CHLRE_07g343050v5
Cre07.g343150.t1.1	CHLRE_07g343101v5
Cre07.g343200.t1.1	CHLRE_07g343150v5
Cre07.g343250.t1.1	CHLRE_07g343200v5
Cre07.g343300.t1.1	CHLRE_07g343250v5
Cre07.g343333.t1.1	CHLRE_07g343300v5
Cre07.g343400.t1.1	CHLRE_07g343333v5
Cre07.g343433.t1.1	CHLRE_07g343400v5
Cre07.g343466.t1.1	CHLRE_07g343433v5
Cre07.g343500.t1.1	CHLRE_07g343466v5
Cre07.g343534.t1.1	CHLRE_07g343500v5
Cre07.g343567.t1.1	CHLRE_07g343534v5
Cre07.g343600.t1.1	CHLRE_07g343567v5
Cre07.g343626.t1.1	CHLRE_07g343600v5
Cre07.g343650.t1.1	CHLRE_07g343626v5
Cre07.g343700.t1.1	CHLRE_07g343650v5
Cre07.g343750.t1.1	CHLRE_07g343700v5
Cre07.g343789.t1.1	CHLRE_07g343750v5
Cre07.g343800.t1.1	CHLRE_07g343789v5
Cre07.g343850.t1.1	CHLRE_07g343800v5
Cre07.g343900.t1.1	CHLRE_07g343850v5
Cre07.g343933.t1.1	CHLRE_07g343900v5
Cre07.g344000.t1.1	CHLRE_07g343933v5
Cre07.g344050.t1.1	CHLRE_07g344000v5
Cre07.g344100.t1.1	CHLRE_07g344050v5
Cre07.g344150.t1.1	CHLRE_07g344100v5
Cre07.g344172.t1.1	CHLRE_07g344150v5
Cre07.g344186.t1.1	CHLRE_07g344172v5
Cre07.g344200.t1.1	CHLRE_07g344186v5
Cre07.g344250.t1.1	CHLRE_07g344200v5
Cre07.g344260.t1.1	CHLRE_07g344250v5
Cre07.g344300.t1.1	CHLRE_07g344260v5
Cre07.g344350.t1.1	CHLRE_07g344300v5
Cre07.g344400.t1.1	CHLRE_07g344350v5
Cre07.g344450.t1.1	CHLRE_07g344400v5
Cre07.g344500.t1.1	CHLRE_07g344450v5
Cre07.g344550.t1.1	CHLRE_07g344500v5
Cre07.g344600.t1.1	CHLRE_07g344550v5
Cre07.g344634.t1.1	CHLRE_07g344600v5
Cre07.g344668.t1.1	CHLRE_07g344634v5
Cre07.g344702.t1.1	CHLRE_07g344668v5
Cre07.g344771.t1.1	CHLRE_07g344702v5
Cre07.g344800.t1.1	CHLRE_07g344771v5
Cre07.g344850.t1.1	CHLRE_07g344800v5
Cre07.g344900.t1.1	CHLRE_07g344850v5
Cre07.g344950.t1.1	CHLRE_07g344900v5
Cre07.g345000.t1.1	CHLRE_07g344950v5
Cre07.g345001.t1.1	CHLRE_07g345000v5
Cre07.g345031.t1.1	CHLRE_07g345001v5
Cre07.g345050.t1.1	CHLRE_07g345031v5
Cre07.g345100.t1.1	CHLRE_07g345050v5
Cre07.g345150.t1.1	CHLRE_07g345100v5
Cre07.g345200.t1.1	CHLRE_07g345150v5
Cre07.g345250.t1.1	CHLRE_07g345200v5
Cre07.g345300.t1.1	CHLRE_07g345250v5
Cre07.g345350.t1.1	CHLRE_07g345300v5
Cre07.g345400.t1.1	CHLRE_07g345350v5
Cre07.g345450.t1.1	CHLRE_07g345400v5
Cre07.g345500.t1.1	CHLRE_07g345450v5
Cre07.g345524.t1.1	CHLRE_07g345500v5
Cre07.g345550.t1.1	CHLRE_07g345524v5
Cre07.g345600.t1.1	CHLRE_07g345550v5
Cre07.g345650.t1.1	CHLRE_07g345600v5
Cre07.g345700.t1.1	CHLRE_07g345650v5
Cre07.g345750.t1.1	CHLRE_07g345700v5
Cre07.g345800.t1.1	CHLRE_07g345750v5
Cre07.g345850.t1.1	CHLRE_07g345800v5
Cre07.g345900.t1.1	CHLRE_07g345850v5
Cre07.g345950.t1.1	CHLRE_07g345900v5
Cre07.g346000.t1.1	CHLRE_07g345950v5
Cre07.g346050.t1.1	CHLRE_07g346000v5
Cre07.g346100.t1.1	CHLRE_07g346050v5
Cre07.g346150.t1.1	CHLRE_07g346100v5
Cre07.g346200.t1.1	CHLRE_07g346150v5
Cre07.g346250.t1.1	CHLRE_07g346200v5
Cre07.g346300.t1.1	CHLRE_07g346250v5
Cre07.g346317.t1.1	CHLRE_07g346300v5
Cre07.g346350.t1.1	CHLRE_07g346317v5
Cre07.g346400.t1.1	CHLRE_07g346350v5
Cre07.g346418.t1.1	CHLRE_07g346400v5
Cre07.g346450.t1.1	CHLRE_07g346418v5
Cre07.g346500.t1.1	CHLRE_07g346450v5
Cre07.g346525.t1.1	CHLRE_07g346500v5
Cre07.g346550.t1.1	CHLRE_07g346525v5
Cre07.g346600.t1.1	CHLRE_07g346550v5
Cre07.g346650.t1.1	CHLRE_07g346600v5
Cre07.g346672.t1.1	CHLRE_07g346650v5
Cre07.g346698.t1.1	CHLRE_07g346672v5
Cre07.g346750.t1.1	CHLRE_07g346698v5
Cre07.g346800.t1.1	CHLRE_07g346750v5
Cre07.g346850.t1.1	CHLRE_07g346800v5
Cre07.g346900.t1.1	CHLRE_07g346850v5
Cre07.g346917.t1.1	CHLRE_07g346900v5
Cre07.g346933.t1.1	CHLRE_07g346917v5
Cre07.g346950.t1.1	CHLRE_07g346933v5
Cre07.g347000.t1.1	CHLRE_07g346950v5
Cre07.g347050.t1.1	CHLRE_07g347000v5
Cre07.g347100.t1.1	CHLRE_07g347050v5
Cre07.g347150.t1.1	CHLRE_07g347100v5
Cre07.g347200.t1.1	CHLRE_07g347150v5
Cre07.g347250.t1.1	CHLRE_07g347200v5
Cre07.g347300.t1.1	CHLRE_07g347250v5
Cre07.g347350.t1.1	CHLRE_07g347300v5
Cre07.g347400.t1.1	CHLRE_07g347350v5
Cre07.g347450.t1.1	CHLRE_07g347400v5
Cre07.g347500.t1.1	CHLRE_07g347450v5
Cre07.g347550.t1.1	CHLRE_07g347500v5
Cre07.g347600.t1.1	CHLRE_07g347550v5
Cre07.g347650.t1.1	CHLRE_07g347600v5
Cre07.g347700.t1.1	CHLRE_07g347650v5
Cre07.g347750.t1.1	CHLRE_07g347700v5
Cre07.g347800.t1.1	CHLRE_07g347750v5
Cre07.g347850.t1.1	CHLRE_07g347800v5
Cre07.g347900.t1.1	CHLRE_07g347850v5
Cre07.g347950.t1.1	CHLRE_07g347900v5
Cre07.g347980.t1.1	CHLRE_07g347950v5
Cre07.g348010.t1.1	CHLRE_07g347980v5
Cre07.g348040.t1.1	CHLRE_07g348010v5
Cre07.g348100.t1.1	CHLRE_07g348040v5
Cre07.g348150.t1.1	CHLRE_07g348100v5
Cre07.g348200.t1.1	CHLRE_07g348150v5
Cre07.g348250.t1.1	CHLRE_07g348200v5
Cre07.g348300.t1.1	CHLRE_07g348250v5
Cre07.g348350.t1.1	CHLRE_07g348300v5
Cre07.g348400.t1.1	CHLRE_07g348350v5
Cre07.g348450.t1.1	CHLRE_07g348400v5
Cre07.g348500.t1.1	CHLRE_07g348450v5
Cre07.g348550.t1.1	CHLRE_07g348500v5
Cre07.g348600.t1.1	CHLRE_07g348550v5
Cre07.g348650.t1.1	CHLRE_07g348600v5
Cre07.g348700.t1.1	CHLRE_07g348650v5
Cre07.g348750.t1.1	CHLRE_07g348700v5
Cre07.g348800.t1.1	CHLRE_07g348750v5
Cre07.g348850.t1.1	CHLRE_07g348800v5
Cre07.g348900.t1.1	CHLRE_07g348850v5
Cre07.g348951.t1.1	CHLRE_07g348900v5
Cre07.g349000.t1.1	CHLRE_07g348951v5
Cre07.g349050.t1.1	CHLRE_07g349000v5
Cre07.g349100.t1.1	CHLRE_07g349050v5
Cre07.g349119.t1.1	CHLRE_07g349100v5
Cre07.g349137.t1.1	CHLRE_07g349119v5
Cre07.g349152.t1.1	CHLRE_07g349137v5
Cre07.g349167.t1.1	CHLRE_07g349152v5
Cre07.g349200.t1.1	CHLRE_07g349167v5
Cre07.g349250.t1.1	CHLRE_07g349200v5
Cre07.g349300.t1.1	CHLRE_07g349250v5
Cre07.g349350.t1.1	CHLRE_07g349300v5
Cre07.g349400.t1.1	CHLRE_07g349350v5
Cre07.g349450.t1.1	CHLRE_07g349400v5
Cre07.g349500.t1.1	CHLRE_07g349450v5
Cre07.g349520.t1.1	CHLRE_07g349500v5
Cre07.g349540.t1.1	CHLRE_07g349520v5
Cre07.g349600.t1.1	CHLRE_07g349540v5
Cre07.g349650.t1.1	CHLRE_07g349600v5
Cre07.g349700.t1.1	CHLRE_07g349650v5
Cre07.g349750.t1.1	CHLRE_07g349700v5
Cre07.g349800.t1.1	CHLRE_07g349750v5
Cre07.g349850.t1.1	CHLRE_07g349800v5
Cre07.g349900.t1.1	CHLRE_07g349850v5
Cre07.g349950.t1.1	CHLRE_07g349900v5
Cre07.g349966.t1.1	CHLRE_07g349950v5
